State,Gender,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
Missouri,Male,51300.0,152712.0,192519.0,217767.0,206012.0,96286.0,198657.0,45099.0,53059.0,101874.0,60196.0,30485.0,2016
Montana,Male,20937.0,40627.0,53830.0,47019.0,29020.0,9008.0,17429.0,2842.0,4653.0,7579.0,6631.0,5161.0,2016
Nebraska,Male,33566.0,76999.0,86508.0,85552.0,78556.0,31593.0,49990.0,8040.0,8403.0,18498.0,9903.0,6929.0,2016
Nevada,Male,14358.0,51622.0,90266.0,116274.0,135442.0,62146.0,120502.0,18359.0,22667.0,32550.0,24230.0,15960.0,2016
New Hampshire,Male,13410.0,32546.0,41143.0,44737.0,46104.0,23285.0,42018.0,11401.0,15625.0,30548.0,27391.0,14817.0,2016
New Jersey,Male,43116.0,147980.0,229708.0,249025.0,272154.0,139341.0,288447.0,69092.0,108874.0,246131.0,265888.0,135036.0,2016
New Mexico,Male,13020.0,56042.0,69679.0,74159.0,70231.0,21738.0,52341.0,8208.0,12268.0,28406.0,19956.0,10878.0,2016
New York,Male,108681.0,300849.0,442389.0,513038.0,551968.0,242130.0,662498.0,144436.0,250051.0,515428.0,608659.0,283806.0,2016
North Carolina,Male,65304.0,208831.0,317008.0,372401.0,355334.0,155529.0,324198.0,80417.0,80786.0,177861.0,107852.0,54129.0,2016
North Dakota,Male,17858.0,36733.0,44114.0,47251.0,21636.0,6785.0,13281.0,1987.0,3637.0,7273.0,5751.0,4845.0,2016
Ohio,Male,91350.0,269315.0,364815.0,431156.0,424110.0,222352.0,353853.0,93808.0,99924.0,192999.0,115603.0,51640.0,2016
Oklahoma,Male,34194.0,111119.0,139809.0,152479.0,133210.0,55560.0,115068.0,22573.0,22775.0,49862.0,31121.0,18133.0,2016
Oregon,Male,30990.0,108629.0,139962.0,153384.0,132835.0,60479.0,120858.0,28330.0,35582.0,71385.0,46795.0,21094.0,2016
Pennsylvania,Male,92184.0,279064.0,366385.0,408533.0,397352.0,198961.0,385063.0,103301.0,136706.0,266877.0,217526.0,111221.0,2016
Rhode Island,Male,6087.0,21564.0,35744.0,39343.0,42924.0,17029.0,33050.0,9011.0,8927.0,17615.0,13593.0,8498.0,2016
South Carolina,Male,35795.0,96649.0,149542.0,174174.0,160115.0,73780.0,164853.0,37870.0,37567.0,91146.0,51101.0,26190.0,2016
South Dakota,Male,19816.0,47296.0,42324.0,35983.0,26049.0,10117.0,16657.0,2160.0,3382.0,5857.0,4289.0,4186.0,2016
Tennessee,Male,35435.0,128707.0,185212.0,238537.0,234367.0,108629.0,225911.0,50246.0,53245.0,130010.0,77773.0,33642.0,2016
Texas,Male,167969.0,547448.0,815244.0,976874.0,940156.0,402184.0,1045122.0,217264.0,272101.0,613952.0,467774.0,195873.0,2016
Utah,Male,24264.0,87985.0,125487.0,135814.0,116673.0,52196.0,92644.0,18631.0,25194.0,43493.0,30171.0,12556.0,2016
Vermont,Male,7155.0,19084.0,22265.0,23661.0,20483.0,8508.0,18697.0,4724.0,4394.0,11366.0,6480.0,3634.0,2016
Virginia,Male,53478.0,151147.0,221538.0,289347.0,296924.0,132710.0,312569.0,70226.0,94299.0,203603.0,175843.0,83463.0,2016
Washington,Male,47204.0,140863.0,208897.0,252423.0,244017.0,118008.0,248885.0,55599.0,78884.0,175462.0,132054.0,69686.0,2016
West Virginia,Male,13469.0,36592.0,49447.0,58610.0,41923.0,24124.0,44372.0,10377.0,13267.0,28955.0,24380.0,16801.0,2016
Wisconsin,Male,64752.0,186467.0,230673.0,239444.0,213602.0,97067.0,161891.0,44127.0,45077.0,87435.0,53972.0,29702.0,2016
Wyoming,Male,12008.0,30408.0,32933.0,27053.0,13283.0,5005.0,7505.0,928.0,3517.0,5613.0,4850.0,3617.0,2016
Puerto Rico,Male,12546.0,34601.0,56381.0,83412.0,75573.0,27525.0,84294.0,11397.0,21329.0,49025.0,50512.0,19189.0,2016
Alabama,Female,24629.0,100884.0,145330.0,172064.0,147850.0,65967.0,132004.0,27009.0,28247.0,64674.0,31463.0,12813.0,2016
Alaska,Female,12686.0,30715.0,28876.0,30108.0,22286.0,5188.0,9585.0,1303.0,1949.0,4026.0,3453.0,1172.0,2016
Arizona,Female,40090.0,140092.0,183314.0,202886.0,201313.0,89655.0,178284.0,41697.0,45444.0,94313.0,52625.0,18380.0,2016
Arkansas,Female,29784.0,87115.0,111983.0,105644.0,81470.0,32081.0,59151.0,11055.0,12514.0,32015.0,16132.0,5005.0,2016
California,Female,141826.0,650161.0,1034853.0,1180252.0,1088445.0,452953.0,1100712.0,205450.0,314519.0,634778.0,560504.0,243878.0,2016
Colorado,Female,34288.0,131842.0,170664.0,187794.0,176501.0,82072.0,160295.0,35189.0,45699.0,85207.0,48862.0,15508.0,2016
Connecticut,Female,24454.0,86709.0,133685.0,139822.0,126044.0,54677.0,96013.0,21863.0,27897.0,51511.0,36013.0,19966.0,2016
Delaware,Female,3683.0,16655.0,30696.0,32242.0,36260.0,16363.0,32999.0,4610.0,7734.0,13103.0,7672.0,3204.0,2016
District of Columbia,Female,2500.0,8315.0,13091.0,18291.0,25925.0,12812.0,33471.0,8612.0,12001.0,21622.0,13226.0,3470.0,2016
Florida,Female,65930.0,314755.0,521370.0,637039.0,648305.0,278857.0,642710.0,134782.0,168663.0,356123.0,206688.0,75761.0,2016
Georgia,Female,42832.0,186790.0,293365.0,333365.0,303808.0,123300.0,279982.0,63916.0,76746.0,199208.0,146040.0,52564.0,2016
Hawaii,Female,6000.0,30512.0,41653.0,41354.0,43108.0,16168.0,49058.0,7534.0,12571.0,26661.0,24350.0,7188.0,2016
Idaho,Female,19187.0,51472.0,60930.0,54886.0,45674.0,16691.0,32658.0,5884.0,7756.0,13129.0,6502.0,3977.0,2016
Illinois,Female,78526.0,281358.0,363725.0,378823.0,360283.0,167221.0,372553.0,89260.0,134403.0,262421.0,209882.0,68974.0,2016
Indiana,Female,48330.0,188378.0,231923.0,245087.0,221593.0,98478.0,160191.0,41281.0,44100.0,75601.0,43583.0,18459.0,2016
Iowa,Female,50841.0,128838.0,136223.0,119425.0,102654.0,44933.0,57604.0,15230.0,13875.0,23939.0,12018.0,5979.0,2016
Kansas,Female,38001.0,114477.0,117879.0,113060.0,94904.0,37057.0,56704.0,11741.0,11021.0,23152.0,10530.0,5676.0,2016
Kentucky,Female,28590.0,107207.0,152921.0,158468.0,140227.0,59626.0,104755.0,24863.0,25795.0,46537.0,26508.0,9139.0,2016
Louisiana,Female,28830.0,115550.0,159190.0,165633.0,153260.0,57905.0,111701.0,22433.0,25044.0,53672.0,33984.0,13935.0,2016
Maine,Female,14864.0,39955.0,47443.0,47743.0,39043.0,22468.0,33375.0,10723.0,7688.0,19724.0,9982.0,5329.0,2016
Maryland,Female,20172.0,91284.0,143440.0,186858.0,184893.0,92664.0,199315.0,56893.0,66944.0,165794.0,150521.0,53200.0,2016
Massachusetts,Female,38965.0,151925.0,207470.0,229549.0,219813.0,97456.0,224957.0,52765.0,76335.0,157122.0,132530.0,44618.0,2016
Michigan,Female,62705.0,245522.0,326842.0,352912.0,317372.0,144698.0,241370.0,57269.0,78123.0,129037.0,71966.0,27203.0,2016
Minnesota,Female,48117.0,172252.0,195786.0,208505.0,191920.0,97908.0,154203.0,38988.0,48532.0,77580.0,38536.0,14023.0,2016
Mississippi,Female,18338.0,69066.0,97861.0,102330.0,92153.0,34789.0,71631.0,15141.0,14567.0,36430.0,18130.0,8831.0,2016
Missouri,Female,48430.0,165397.0,195580.0,223770.0,202565.0,85134.0,173380.0,37804.0,42024.0,79538.0,39463.0,16225.0,2016
Montana,Female,18569.0,46283.0,47221.0,42742.0,27065.0,8740.0,15132.0,1838.0,2527.0,4580.0,3240.0,2057.0,2016
Nebraska,Female,30902.0,81721.0,83609.0,69976.0,65289.0,30656.0,36195.0,7965.0,6850.0,13265.0,6369.0,3848.0,2016
Nevada,Female,12334.0,47128.0,90217.0,106626.0,104674.0,49539.0,90743.0,16072.0,18268.0,32727.0,17106.0,8998.0,2016
New Hampshire,Female,14724.0,36433.0,49667.0,48593.0,41503.0,23742.0,37465.0,10425.0,13434.0,21781.0,13185.0,7440.0,2016
New Jersey,Female,40328.0,177044.0,247297.0,265382.0,263224.0,125114.0,252747.0,59806.0,87217.0,175273.0,172818.0,76487.0,2016
New Mexico,Female,15950.0,59471.0,73676.0,72587.0,60824.0,19973.0,43134.0,6756.0,8931.0,20937.0,10438.0,3665.0,2016
New York,Female,90274.0,332352.0,458405.0,526284.0,514248.0,237002.0,595738.0,122640.0,220608.0,465385.0,491844.0,212631.0,2016
North Carolina,Female,48457.0,205785.0,323439.0,378541.0,334431.0,156621.0,278536.0,58547.0,66643.0,133209.0,67612.0,24571.0,2016
North Dakota,Female,15473.0,37671.0,40621.0,34168.0,18063.0,5722.0,9664.0,1548.0,1312.0,4794.0,2356.0,2689.0,2016
Ohio,Female,88885.0,303277.0,384316.0,419667.0,409144.0,195119.0,291728.0,75508.0,85077.0,134883.0,70324.0,32789.0,2016
Oklahoma,Female,37086.0,116911.0,132609.0,136640.0,121657.0,48757.0,86441.0,15374.0,19369.0,31336.0,16163.0,7182.0,2016
Oregon,Female,35892.0,105787.0,132862.0,140476.0,115697.0,50949.0,94021.0,22312.0,26091.0,50454.0,35088.0,13758.0,2016
Pennsylvania,Female,80845.0,297002.0,386979.0,418129.0,395335.0,188286.0,342910.0,81991.0,111815.0,221780.0,143437.0,55929.0,2016
Rhode Island,Female,6063.0,24702.0,35257.0,41672.0,40427.0,18000.0,28201.0,7171.0,9208.0,12824.0,6560.0,5280.0,2016
South Carolina,Female,30932.0,97880.0,154903.0,180441.0,162972.0,68525.0,136902.0,32997.0,35394.0,77366.0,36513.0,12812.0,2016
South Dakota,Female,14382.0,44620.0,38041.0,35178.0,22424.0,8398.0,12501.0,1865.0,2786.0,4889.0,2249.0,946.0,2016
Tennessee,Female,34867.0,134552.0,199091.0,228753.0,212306.0,92685.0,183577.0,41694.0,43694.0,97501.0,54313.0,16058.0,2016
Texas,Female,153061.0,581859.0,793080.0,933377.0,803019.0,333806.0,762968.0,154566.0,198321.0,433422.0,266251.0,89194.0,2016
Utah,Female,24755.0,85357.0,98691.0,111658.0,90581.0,38140.0,60704.0,12147.0,14884.0,27888.0,12630.0,5629.0,2016
Vermont,Female,6173.0,19079.0,21698.0,25971.0,20840.0,8874.0,17466.0,5448.0,4531.0,8806.0,4384.0,2092.0,2016
Virginia,Female,41305.0,153583.0,245995.0,298706.0,274097.0,125214.0,267818.0,62687.0,76060.0,155703.0,111509.0,43839.0,2016
Washington,Female,41529.0,149584.0,197286.0,245105.0,212417.0,95220.0,189704.0,45882.0,59437.0,120561.0,91840.0,36164.0,2016
West Virginia,Female,14385.0,42987.0,57006.0,54190.0,49315.0,24015.0,36985.0,10356.0,9804.0,18221.0,11061.0,6197.0,2016
Wisconsin,Female,54204.0,199380.0,225019.0,221749.0,207263.0,89982.0,139812.0,36010.0,39235.0,67100.0,30760.0,14364.0,2016
Wyoming,Female,11358.0,29899.0,29466.0,22638.0,11392.0,3243.0,4370.0,914.0,1516.0,3369.0,2300.0,723.0,2016
Puerto Rico,Female,8384.0,32592.0,55462.0,71280.0,68776.0,27697.0,79985.0,12514.0,21203.0,43373.0,39361.0,13643.0,2016
Alabama,Male,25833.0,96174.0,134280.0,167013.0,155952.0,69864.0,155379.0,30661.0,33321.0,85457.0,54021.0,26581.0,2017
Alaska,Male,13774.0,34935.0,33776.0,30624.0,26531.0,8204.0,15131.0,2085.0,3095.0,6378.0,6305.0,5662.0,2017
Arizona,Male,37932.0,133755.0,190559.0,233450.0,236439.0,120359.0,250577.0,52043.0,71040.0,123550.0,83904.0,35344.0,2017
Arkansas,Male,28658.0,81646.0,109338.0,118391.0,85626.0,33680.0,74227.0,16517.0,18661.0,36792.0,28055.0,13057.0,2017
California,Male,157219.0,631761.0,1052602.0,1309556.0,1293480.0,578681.0,1481014.0,265579.0,432903.0,894523.0,881439.0,471946.0,2017
Colorado,Male,35445.0,121662.0,183320.0,205557.0,216182.0,95729.0,218814.0,49452.0,59738.0,129570.0,87470.0,36716.0,2017
Connecticut,Male,19255.0,71901.0,119270.0,127183.0,136748.0,55662.0,112579.0,26182.0,31908.0,64565.0,64615.0,37229.0,2017
Delaware,Male,5271.0,16100.0,27274.0,31095.0,35048.0,15679.0,29887.0,6667.0,9265.0,13929.0,14870.0,6251.0,2017
District of Columbia,Male,3234.0,5657.0,14096.0,21707.0,24656.0,12460.0,32599.0,9956.0,12874.0,19219.0,11004.0,3321.0,2017
Florida,Male,78767.0,303627.0,494711.0,632857.0,725499.0,311867.0,810058.0,162833.0,208392.0,469159.0,299437.0,129570.0,2017
Georgia,Male,47242.0,167341.0,271597.0,337100.0,327056.0,138794.0,364384.0,75241.0,93081.0,240147.0,214358.0,89902.0,2017
Hawaii,Male,7169.0,35372.0,51859.0,49416.0,51834.0,18418.0,61132.0,8619.0,14892.0,35106.0,22811.0,9157.0,2017
Idaho,Male,20194.0,52326.0,69490.0,69908.0,55063.0,24923.0,44387.0,7654.0,10789.0,20164.0,14979.0,10251.0,2017
Illinois,Male,84918.0,250412.0,338692.0,368567.0,368843.0,181697.0,442406.0,110473.0,160406.0,351395.0,306416.0,98811.0,2017
Indiana,Male,52145.0,165118.0,223042.0,251915.0,231880.0,114390.0,196288.0,56640.0,60769.0,116027.0,78623.0,35452.0,2017
Iowa,Male,49672.0,128684.0,145093.0,137767.0,111604.0,51882.0,70439.0,14835.0,16737.0,36275.0,19099.0,14465.0,2017
Kansas,Male,43434.0,109271.0,131099.0,136088.0,106375.0,41024.0,78724.0,15361.0,17509.0,29068.0,18023.0,12411.0,2017
Kentucky,Male,36838.0,103659.0,141993.0,163586.0,142446.0,71137.0,127716.0,26659.0,31947.0,69862.0,46146.0,23850.0,2017
Louisiana,Male,26881.0,90292.0,136068.0,162972.0,150665.0,53769.0,138114.0,24606.0,28694.0,82025.0,65870.0,40998.0,2017
Maine,Male,16438.0,38278.0,43045.0,42086.0,41641.0,19059.0,38201.0,10722.0,13266.0,25344.0,17080.0,8017.0,2017
Maryland,Male,21189.0,80010.0,125158.0,169451.0,182753.0,95983.0,230588.0,61502.0,80379.0,191670.0,184081.0,77830.0,2017
Massachusetts,Male,36024.0,121753.0,181299.0,203276.0,224696.0,98276.0,257202.0,61196.0,93528.0,191185.0,179351.0,61238.0,2017
Michigan,Male,71089.0,218205.0,309446.0,351452.0,345931.0,167085.0,293267.0,77074.0,101767.0,185324.0,121698.0,49828.0,2017
Minnesota,Male,50257.0,158500.0,203301.0,215910.0,211184.0,105693.0,189922.0,49072.0,54763.0,104761.0,64966.0,31260.0,2017
Mississippi,Male,19857.0,61576.0,89326.0,96986.0,85985.0,35205.0,89332.0,15271.0,20856.0,38775.0,33821.0,22989.0,2017
Missouri,Male,44613.0,156706.0,188611.0,227908.0,216207.0,95087.0,201703.0,46113.0,49516.0,105184.0,58335.0,33205.0,2017
Montana,Male,19103.0,47641.0,46215.0,48384.0,32385.0,8211.0,20740.0,2761.0,3585.0,7999.0,8631.0,5662.0,2017
Nebraska,Male,32003.0,82528.0,91500.0,92803.0,73397.0,31974.0,46941.0,8684.0,9610.0,20830.0,10963.0,5657.0,2017
Nevada,Male,15151.0,57341.0,88859.0,111932.0,133177.0,60169.0,133845.0,20474.0,25934.0,41254.0,25371.0,16012.0,2017
New Hampshire,Male,14178.0,31166.0,42464.0,46675.0,42370.0,24455.0,44210.0,12389.0,15111.0,32730.0,28691.0,15937.0,2017
New Jersey,Male,45562.0,144427.0,226921.0,262217.0,276251.0,129226.0,303842.0,70846.0,111151.0,238102.0,275918.0,141556.0,2017
New Mexico,Male,16284.0,50307.0,63601.0,76409.0,65406.0,26104.0,55619.0,10795.0,10339.0,26752.0,21967.0,10234.0,2017
New York,Male,109871.0,298596.0,449091.0,507349.0,548286.0,251928.0,660740.0,143623.0,248084.0,515340.0,633561.0,292050.0,2017
North Carolina,Male,66416.0,215445.0,309435.0,377464.0,353572.0,162912.0,329801.0,82449.0,83503.0,184914.0,112394.0,64803.0,2017
North Dakota,Male,17875.0,43371.0,48838.0,44385.0,20339.0,5977.0,12266.0,1757.0,2407.0,6607.0,6061.0,3985.0,2017
Ohio,Male,91534.0,270181.0,358895.0,424462.0,440547.0,225741.0,351524.0,95961.0,106264.0,191323.0,111897.0,55020.0,2017
Oklahoma,Male,33859.0,106631.0,143441.0,144818.0,142664.0,55505.0,115120.0,21813.0,22917.0,52928.0,30905.0,20671.0,2017
Oregon,Male,33507.0,105129.0,140457.0,158581.0,128975.0,54401.0,123892.0,24433.0,36511.0,77570.0,51518.0,25753.0,2017
Pennsylvania,Male,95711.0,263713.0,371641.0,419169.0,420796.0,197717.0,411088.0,99860.0,131627.0,282536.0,213120.0,106398.0,2017
Rhode Island,Male,5500.0,24522.0,38317.0,41216.0,38358.0,15005.0,35763.0,6798.0,11123.0,17453.0,16475.0,7093.0,2017
South Carolina,Male,38845.0,90603.0,142591.0,183508.0,178695.0,68973.0,170543.0,36546.0,36029.0,85489.0,52722.0,28371.0,2017
South Dakota,Male,17304.0,42424.0,44446.0,40832.0,28747.0,8874.0,14808.0,2972.0,3464.0,8289.0,5403.0,4036.0,2017
Tennessee,Male,36159.0,132176.0,197466.0,249064.0,233542.0,112752.0,225581.0,48404.0,52196.0,134093.0,78949.0,37579.0,2017
Texas,Male,161412.0,553920.0,828074.0,1013207.0,971416.0,409781.0,1045004.0,210025.0,283791.0,637098.0,495225.0,196696.0,2017
Utah,Male,23996.0,83731.0,119758.0,135462.0,121079.0,55283.0,102548.0,23071.0,24227.0,49589.0,29825.0,14225.0,2017
Vermont,Male,7384.0,20955.0,23808.0,21357.0,19041.0,8845.0,16548.0,5383.0,4585.0,10086.0,8498.0,3987.0,2017
Virginia,Male,49149.0,145123.0,230780.0,285991.0,277711.0,139163.0,319171.0,78668.0,90500.0,227959.0,170156.0,81256.0,2017
Washington,Male,46200.0,137706.0,213796.0,256645.0,257230.0,122334.0,261130.0,60468.0,88258.0,173259.0,146291.0,65270.0,2017
West Virginia,Male,15139.0,40743.0,42836.0,56279.0,46069.0,22016.0,40205.0,9669.0,14327.0,30152.0,28239.0,19659.0,2017
Wisconsin,Male,59715.0,180614.0,228437.0,245464.0,210648.0,99435.0,165222.0,47156.0,49221.0,92114.0,52557.0,30531.0,2017
Wyoming,Male,13385.0,29772.0,35720.0,22696.0,10281.0,3340.0,7952.0,1641.0,2765.0,6209.0,7026.0,4588.0,2017
Puerto Rico,Male,8425.0,30848.0,64734.0,77868.0,66647.0,27614.0,78579.0,12718.0,25966.0,37137.0,44833.0,18481.0,2017
Alabama,Female,29043.0,101883.0,139198.0,163372.0,153543.0,64726.0,128318.0,27091.0,25241.0,60713.0,34645.0,10438.0,2017
Alaska,Female,10061.0,27644.0,31587.0,27944.0,21324.0,7165.0,10306.0,946.0,1983.0,4781.0,2791.0,2266.0,2017
Arizona,Female,33152.0,140662.0,184859.0,202128.0,196813.0,102939.0,188869.0,40121.0,52119.0,105771.0,55586.0,20264.0,2017
Arkansas,Female,26536.0,84359.0,104998.0,105689.0,87883.0,32572.0,65268.0,12073.0,18076.0,34539.0,13649.0,4220.0,2017
California,Female,156580.0,626445.0,1034445.0,1175808.0,1134881.0,473070.0,1129891.0,205694.0,323798.0,678335.0,588781.0,249311.0,2017
Colorado,Female,32910.0,123820.0,175344.0,198445.0,183858.0,82197.0,164382.0,38861.0,43248.0,87285.0,56313.0,16557.0,2017
Connecticut,Female,21428.0,83986.0,125191.0,136698.0,137030.0,58490.0,101944.0,22160.0,29998.0,50623.0,33352.0,18829.0,2017
Delaware,Female,2565.0,13835.0,29674.0,34676.0,35757.0,14982.0,27796.0,4581.0,8507.0,12580.0,8206.0,4058.0,2017
District of Columbia,Female,1189.0,6649.0,12678.0,21449.0,24742.0,13637.0,34154.0,7640.0,13748.0,22186.0,13900.0,4958.0,2017
Florida,Female,74432.0,310071.0,507156.0,638480.0,661460.0,289302.0,673165.0,138066.0,183610.0,371613.0,231015.0,75428.0,2017
Georgia,Female,42032.0,171855.0,279305.0,342225.0,317229.0,135817.0,295564.0,69973.0,85129.0,196295.0,155215.0,49237.0,2017
Hawaii,Female,5282.0,30245.0,40628.0,45867.0,47028.0,15255.0,43444.0,6197.0,12934.0,26975.0,24985.0,8670.0,2017
Idaho,Female,15758.0,57002.0,63868.0,60840.0,44012.0,17638.0,33001.0,6936.0,7263.0,12829.0,6741.0,3977.0,2017
Illinois,Female,73311.0,276549.0,350978.0,379584.0,360680.0,173477.0,377215.0,93976.0,130580.0,273004.0,211711.0,66733.0,2017
Indiana,Female,50325.0,186608.0,225696.0,246123.0,212267.0,102070.0,164633.0,44985.0,43021.0,75153.0,41395.0,17850.0,2017
Iowa,Female,42049.0,137470.0,130522.0,118964.0,103331.0,44510.0,64351.0,13630.0,16485.0,28100.0,11811.0,8019.0,2017
Kansas,Female,41813.0,111565.0,116141.0,114803.0,86222.0,39024.0,56494.0,11774.0,14404.0,19337.0,8335.0,5043.0,2017
Kentucky,Female,31207.0,111503.0,151026.0,157935.0,137581.0,63586.0,99598.0,22488.0,23751.0,49871.0,25607.0,11776.0,2017
Louisiana,Female,26047.0,108279.0,154360.0,175127.0,137110.0,58917.0,129216.0,22487.0,24207.0,54357.0,34673.0,10868.0,2017
Maine,Female,15308.0,38904.0,44765.0,49160.0,45759.0,22387.0,36212.0,9242.0,10706.0,20176.0,9255.0,3936.0,2017
Maryland,Female,20691.0,89190.0,139168.0,179723.0,185615.0,86283.0,208935.0,56108.0,77729.0,162484.0,143232.0,62009.0,2017
Massachusetts,Female,38098.0,152103.0,206802.0,228671.0,207801.0,97471.0,219425.0,57357.0,72968.0,161889.0,138708.0,49506.0,2017
Michigan,Female,67381.0,251602.0,329254.0,341322.0,324345.0,156670.0,242352.0,59991.0,74618.0,128803.0,74544.0,26583.0,2017
Minnesota,Female,41114.0,165327.0,197640.0,216449.0,198856.0,95702.0,157766.0,39184.0,47205.0,80237.0,43381.0,15252.0,2017
Mississippi,Female,14992.0,70544.0,93319.0,91706.0,93089.0,39181.0,82764.0,14923.0,13112.0,36533.0,18240.0,8712.0,2017
Missouri,Female,44822.0,166668.0,190373.0,220052.0,203397.0,93537.0,170577.0,38056.0,48734.0,85624.0,33838.0,17269.0,2017
Montana,Female,17500.0,48930.0,45860.0,43191.0,27978.0,6471.0,18106.0,2903.0,2426.0,5076.0,3401.0,2212.0,2017
Nebraska,Female,29239.0,79765.0,82380.0,79091.0,65365.0,29555.0,38550.0,7514.0,7399.0,14050.0,6179.0,3786.0,2017
Nevada,Female,12321.0,53814.0,86480.0,106938.0,114892.0,51609.0,94438.0,19089.0,18572.0,31098.0,15202.0,8355.0,2017
New Hampshire,Female,11574.0,35651.0,43308.0,47697.0,48126.0,24684.0,38215.0,12336.0,11515.0,23891.0,13727.0,7093.0,2017
New Jersey,Female,41202.0,172423.0,248739.0,260702.0,285395.0,126123.0,256000.0,57736.0,90592.0,176041.0,180258.0,86701.0,2017
New Mexico,Female,17436.0,57379.0,68270.0,73806.0,57260.0,19747.0,43900.0,7583.0,8354.0,20129.0,10436.0,4327.0,2017
New York,Female,87599.0,327785.0,480678.0,528462.0,527351.0,240246.0,594482.0,130611.0,222260.0,470181.0,518812.0,230681.0,2017
North Carolina,Female,52500.0,206438.0,337019.0,382813.0,358636.0,159348.0,259161.0,70886.0,70092.0,139405.0,80264.0,29003.0,2017
North Dakota,Female,14615.0,37516.0,39170.0,36327.0,21900.0,5404.0,7093.0,1500.0,1999.0,3157.0,2075.0,1758.0,2017
Ohio,Female,89519.0,299719.0,392091.0,424478.0,403453.0,208803.0,303971.0,78128.0,79444.0,145616.0,65993.0,29335.0,2017
Oklahoma,Female,34380.0,114578.0,136613.0,141499.0,121070.0,47203.0,87717.0,16727.0,16560.0,37312.0,15566.0,9577.0,2017
Oregon,Female,29129.0,105646.0,139912.0,133581.0,132240.0,54681.0,99559.0,21259.0,28287.0,58171.0,32916.0,13240.0,2017
Pennsylvania,Female,85253.0,291709.0,377415.0,426257.0,391038.0,186922.0,351859.0,85189.0,119344.0,222070.0,147380.0,58165.0,2017
Rhode Island,Female,6105.0,25341.0,37055.0,39363.0,37620.0,18898.0,29645.0,8672.0,9702.0,14764.0,9110.0,4662.0,2017
South Carolina,Female,26960.0,98117.0,152384.0,200531.0,169199.0,68437.0,141858.0,29400.0,31212.0,71349.0,40762.0,11390.0,2017
South Dakota,Female,18203.0,39250.0,36852.0,33928.0,26063.0,7960.0,12675.0,2434.0,2976.0,5102.0,2778.0,1047.0,2017
Tennessee,Female,35606.0,138598.0,197723.0,241615.0,229515.0,101620.0,185980.0,37974.0,46484.0,98016.0,55819.0,22129.0,2017
Texas,Female,144087.0,576316.0,814122.0,926011.0,821870.0,355950.0,783689.0,151347.0,198072.0,453911.0,278440.0,79130.0,2017
Utah,Female,25034.0,87927.0,102987.0,111065.0,98780.0,42293.0,62569.0,12739.0,14137.0,25274.0,14047.0,5766.0,2017
Vermont,Female,5214.0,21532.0,21450.0,22898.0,22750.0,8282.0,18141.0,4770.0,4936.0,10180.0,4166.0,1546.0,2017
Virginia,Female,43701.0,166027.0,247659.0,290627.0,276938.0,130019.0,263576.0,58720.0,76479.0,160806.0,111646.0,47486.0,2017
Washington,Female,41607.0,150538.0,211975.0,229535.0,210576.0,100192.0,201871.0,46071.0,62906.0,131645.0,90112.0,35414.0,2017
West Virginia,Female,14419.0,39333.0,51554.0,58022.0,48323.0,19926.0,37155.0,8542.0,8991.0,19115.0,11744.0,6019.0,2017
Wisconsin,Female,52961.0,195817.0,224268.0,233427.0,202625.0,92016.0,138928.0,36854.0,40642.0,65652.0,34278.0,14836.0,2017
Wyoming,Female,10658.0,32590.0,30273.0,18096.0,10410.0,2609.0,4996.0,988.0,1917.0,2885.0,2897.0,678.0,2017
Puerto Rico,Female,8769.0,27405.0,56439.0,73136.0,70743.0,26356.0,72941.0,12465.0,22847.0,40431.0,40564.0,11494.0,2017
